"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","TEST 4","chromium","2026-09-17","passed","2026-09-17","","hooks.spec.ts","",""
"","347","TEST 1","chromium","2026-09-17","passed","2026-09-17","","hooks.spec.ts","",""
"","303","TEST 2","chromium","2026-09-17","passed","2026-09-17","","hooks.spec.ts","",""
"","365","TEST 3","chromium","2026-09-17","passed","2026-09-17","","hooks.spec.ts","",""
